size_bucket,wallet_count,wallet_pct,wallet_type,wealth_bucket,block
11–20,17210,0.6137,EOA,"100–1,000",17382266
2,449767,16.0373,EOA,"100–1,000",17382266
21–50,2654,0.0946,EOA,"100–1,000",17382266
3,195095,6.9565,EOA,"100–1,000",17382266
4,99674,3.5541,EOA,"100–1,000",17382266
5,55914,1.9937,EOA,"100–1,000",17382266
51–100,138,0.0049,EOA,"100–1,000",17382266
6–10,84372,3.0084,EOA,"100–1,000",17382266
>100,41,0.0015,EOA,"100–1,000",17382266
1,9173025,84.8288,EOA,1–100,17382266
11–20,8931,0.0826,EOA,1–100,17382266
2,1153332,10.6656,EOA,1–100,17382266
21–50,1489,0.0138,EOA,1–100,17382266
3,277501,2.5662,EOA,1–100,17382266
4,101543,0.939,EOA,1–100,17382266
5,45839,0.4239,EOA,1–100,17382266
51–100,120,0.0011,EOA,1–100,17382266
6–10,51722,0.4783,EOA,1–100,17382266
>100,68,0.0006,EOA,1–100,17382266
1,69768,64.8679,EOA,">100,000",17382266
11–20,2378,2.211,EOA,">100,000",17382266
2,16057,14.9292,EOA,">100,000",17382266
21–50,1181,1.0981,EOA,">100,000",17382266
3,6914,6.4284,EOA,">100,000",17382266
4,3900,3.6261,EOA,">100,000",17382266
5,2234,2.0771,EOA,">100,000",17382266
51–100,204,0.1897,EOA,">100,000",17382266
6–10,4744,4.4108,EOA,">100,000",17382266
>100,174,0.1618,EOA,">100,000",17382266
0,11,0.0075,CA,0–1,17595510
1,144770,98.834,CA,0–1,17595510
11–20,5,0.0034,CA,0–1,17595510
2,1574,1.0746,CA,0–1,17595510
21–50,1,0.0007,CA,0–1,17595510
3,52,0.0355,CA,0–1,17595510
4,20,0.0137,CA,0–1,17595510
5,9,0.0061,CA,0–1,17595510
6–10,36,0.0246,CA,0–1,17595510
1,14726,92.1008,CA,"1,000–10,000",17595510
11–20,13,0.0813,CA,"1,000–10,000",17595510
2,918,5.7414,CA,"1,000–10,000",17595510
21–50,4,0.025,CA,"1,000–10,000",17595510
3,158,0.9882,CA,"1,000–10,000",17595510
4,79,0.4941,CA,"1,000–10,000",17595510
5,34,0.2126,CA,"1,000–10,000",17595510
6–10,57,0.3565,CA,"1,000–10,000",17595510
1,3219,74.6002,CA,"10,000–100,000",17595510
11–20,14,0.3244,CA,"10,000–100,000",17595510
2,847,19.6292,CA,"10,000–100,000",17595510
21–50,5,0.1159,CA,"10,000–100,000",17595510
3,118,2.7346,CA,"10,000–100,000",17595510
4,35,0.8111,CA,"10,000–100,000",17595510
5,27,0.6257,CA,"10,000–100,000",17595510
6–10,50,1.1587,CA,"10,000–100,000",17595510
1,9140,88.6948,CA,"100–1,000",17595510
11–20,8,0.0776,CA,"100–1,000",17595510
2,908,8.8113,CA,"100–1,000",17595510
21–50,1,0.0097,CA,"100–1,000",17595510
3,127,1.2324,CA,"100–1,000",17595510
4,55,0.5337,CA,"100–1,000",17595510
5,23,0.2232,CA,"100–1,000",17595510
6–10,43,0.4173,CA,"100–1,000",17595510
1,35075,95.5514,CA,1–100,17595510
11–20,10,0.0272,CA,1–100,17595510
2,1370,3.7322,CA,1–100,17595510
3,120,0.3269,CA,1–100,17595510
4,45,0.1226,CA,1–100,17595510
5,35,0.0953,CA,1–100,17595510
6–10,53,0.1444,CA,1–100,17595510
1,581,41.0311,CA,">100,000",17595510
11–20,12,0.8475,CA,">100,000",17595510
2,621,43.8559,CA,">100,000",17595510
21–50,6,0.4237,CA,">100,000",17595510
3,134,9.4633,CA,">100,000",17595510
4,38,2.6836,CA,">100,000",17595510
5,12,0.8475,CA,">100,000",17595510
51–100,2,0.1412,CA,">100,000",17595510
6–10,10,0.7062,CA,">100,000",17595510
0,41634,0.6105,EOA,0–1,17595510
1,6266912,91.8922,EOA,0–1,17595510
11–20,1777,0.0261,EOA,0–1,17595510
2,379883,5.5703,EOA,0–1,17595510
21–50,363,0.0053,EOA,0–1,17595510
3,79712,1.1688,EOA,0–1,17595510
4,26512,0.3887,EOA,0–1,17595510
5,12533,0.1838,EOA,0–1,17595510
51–100,106,0.0016,EOA,0–1,17595510
6–10,10322,0.1514,EOA,0–1,17595510
>100,98,0.0014,EOA,0–1,17595510
1,428348,48.3354,EOA,"1,000–10,000",17595510
11–20,29180,3.2927,EOA,"1,000–10,000",17595510
2,158315,17.8645,EOA,"1,000–10,000",17595510
21–50,6729,0.7593,EOA,"1,000–10,000",17595510
3,89219,10.0676,EOA,"1,000–10,000",17595510
4,56586,6.3852,EOA,"1,000–10,000",17595510
5,37979,4.2856,EOA,"1,000–10,000",17595510
51–100,382,0.0431,EOA,"1,000–10,000",17595510
6–10,79374,8.9567,EOA,"1,000–10,000",17595510
>100,88,0.0099,EOA,"1,000–10,000",17595510
1,132725,50.229,EOA,"10,000–100,000",17595510
11–20,11105,4.2026,EOA,"10,000–100,000",17595510
2,46328,17.5325,EOA,"10,000–100,000",17595510
21–50,4093,1.549,EOA,"10,000–100,000",17595510
3,23014,8.7095,EOA,"10,000–100,000",17595510
4,14342,5.4276,EOA,"10,000–100,000",17595510
5,9661,3.6561,EOA,"10,000–100,000",17595510
51–100,452,0.1711,EOA,"10,000–100,000",17595510
6–10,22400,8.4771,EOA,"10,000–100,000",17595510
>100,120,0.0454,EOA,"10,000–100,000",17595510
1,1747569,66.7478,EOA,"100–1,000",17595510
11–20,17987,0.687,EOA,"100–1,000",17595510
2,423340,16.1693,EOA,"100–1,000",17595510
21–50,2833,0.1082,EOA,"100–1,000",17595510
3,188017,7.1812,EOA,"100–1,000",17595510
4,97544,3.7257,EOA,"100–1,000",17595510
5,55672,2.1264,EOA,"100–1,000",17595510
51–100,142,0.0054,EOA,"100–1,000",17595510
6–10,85017,3.2472,EOA,"100–1,000",17595510
>100,45,0.0017,EOA,"100–1,000",17595510
1,8915912,84.2973,EOA,1–100,17595510
11–20,9450,0.0893,EOA,1–100,17595510
2,1155491,10.9248,EOA,1–100,17595510
21–50,1618,0.0153,EOA,1–100,17595510
3,284382,2.6887,EOA,1–100,17595510
4,105699,0.9994,EOA,1–100,17595510
5,48760,0.461,EOA,1–100,17595510
51–100,125,0.0012,EOA,1–100,17595510
6–10,55237,0.5222,EOA,1–100,17595510
>100,74,0.0007,EOA,1–100,17595510
1,67627,64.537,EOA,">100,000",17595510
11–20,2356,2.2483,EOA,">100,000",17595510
2,15651,14.9359,EOA,">100,000",17595510
21–50,1152,1.0994,EOA,">100,000",17595510
3,6832,6.5198,EOA,">100,000",17595510
4,3815,3.6407,EOA,">100,000",17595510
5,2217,2.1157,EOA,">100,000",17595510
51–100,198,0.189,EOA,">100,000",17595510
6–10,4756,4.5387,EOA,">100,000",17595510
>100,184,0.1756,EOA,">100,000",17595510
0,11,0.0069,CA,0–1,17816434
1,158292,98.9096,CA,0–1,17816434
11–20,6,0.0037,CA,0–1,17816434
2,1609,1.0054,CA,0–1,17816434
21–50,1,0.0006,CA,0–1,17816434
3,54,0.0337,CA,0–1,17816434
4,19,0.0119,CA,0–1,17816434
5,9,0.0056,CA,0–1,17816434
6–10,36,0.0225,CA,0–1,17816434
1,17351,93.1147,CA,"1,000–10,000",17816434
11–20,12,0.0644,CA,"1,000–10,000",17816434
2,933,5.007,CA,"1,000–10,000",17816434
21–50,4,0.0215,CA,"1,000–10,000",17816434
3,163,0.8747,CA,"1,000–10,000",17816434
4,79,0.424,CA,"1,000–10,000",17816434
5,34,0.1825,CA,"1,000–10,000",17816434
6–10,58,0.3113,CA,"1,000–10,000",17816434
1,3265,74.5604,CA,"10,000–100,000",17816434
11–20,15,0.3425,CA,"10,000–100,000",17816434
2,859,19.6164,CA,"10,000–100,000",17816434
21–50,4,0.0913,CA,"10,000–100,000",17816434
3,126,2.8774,CA,"10,000–100,000",17816434
4,37,0.8449,CA,"10,000–100,000",17816434
5,26,0.5937,CA,"10,000–100,000",17816434
6–10,47,1.0733,CA,"10,000–100,000",17816434
1,9502,88.8619,CA,"100–1,000",17816434
11–20,8,0.0748,CA,"100–1,000",17816434
2,920,8.6038,CA,"100–1,000",17816434
21–50,1,0.0094,CA,"100–1,000",17816434
3,133,1.2438,CA,"100–1,000",17816434
4,56,0.5237,CA,"100–1,000",17816434
5,27,0.2525,CA,"100–1,000",17816434
6–10,46,0.4302,CA,"100–1,000",17816434
1,38248,95.8476,CA,1–100,17816434
11–20,9,0.0226,CA,1–100,17816434
2,1396,3.4983,CA,1–100,17816434
3,117,0.2932,CA,1–100,17816434
4,47,0.1178,CA,1–100,17816434
5,34,0.0852,CA,1–100,17816434
6–10,54,0.1353,CA,1–100,17816434
1,528,38.1503,CA,">100,000",17816434
11–20,12,0.8671,CA,">100,000",17816434
2,614,44.3642,CA,">100,000",17816434
21–50,7,0.5058,CA,">100,000",17816434
3,150,10.8382,CA,">100,000",17816434
4,40,2.8902,CA,">100,000",17816434
5,16,1.1561,CA,">100,000",17816434
51–100,2,0.1445,CA,">100,000",17816434
6–10,15,1.0838,CA,">100,000",17816434
0,41612,0.6015,EOA,0–1,17816434
1,6354630,91.8498,EOA,0–1,17816434
11–20,1979,0.0286,EOA,0–1,17816434
2,387768,5.6048,EOA,0–1,17816434
21–50,390,0.0056,EOA,0–1,17816434
3,81351,1.1758,EOA,0–1,17816434
4,27034,0.3907,EOA,0–1,17816434
5,12813,0.1852,EOA,0–1,17816434
51–100,108,0.0016,EOA,0–1,17816434
6–10,10715,0.1549,EOA,0–1,17816434
>100,105,0.0015,EOA,0–1,17816434
1,430706,48.1257,EOA,"1,000–10,000",17816434
11–20,29502,3.2965,EOA,"1,000–10,000",17816434
2,160599,17.9448,EOA,"1,000–10,000",17816434
21–50,6861,0.7666,EOA,"1,000–10,000",17816434
3,90524,10.1149,EOA,"1,000–10,000",17816434
4,57334,6.4063,EOA,"1,000–10,000",17816434
5,38655,4.3192,EOA,"1,000–10,000",17816434
51–100,394,0.044,EOA,"1,000–10,000",17816434
6–10,80287,8.971,EOA,"1,000–10,000",17816434
>100,99,0.0111,EOA,"1,000–10,000",17816434
1,133166,49.908,EOA,"10,000–100,000",17816434
11–20,11357,4.2564,EOA,"10,000–100,000",17816434
2,46763,17.5259,EOA,"10,000–100,000",17816434
21–50,4162,1.5598,EOA,"10,000–100,000",17816434
3,23318,8.7391,EOA,"10,000–100,000",17816434
4,14727,5.5194,EOA,"10,000–100,000",17816434
5,9826,3.6826,EOA,"10,000–100,000",17816434
51–100,464,0.1739,EOA,"10,000–100,000",17816434
6–10,22916,8.5885,EOA,"10,000–100,000",17816434
>100,124,0.0465,EOA,"10,000–100,000",17816434
1,1810261,67.1707,EOA,"100–1,000",17816434
11–20,18535,0.6878,EOA,"100–1,000",17816434
2,431203,16.0,EOA,"100–1,000",17816434
21–50,2953,0.1096,EOA,"100–1,000",17816434
3,190449,7.0667,EOA,"100–1,000",17816434
4,98660,3.6608,EOA,"100–1,000",17816434
5,56241,2.0869,EOA,"100–1,000",17816434
51–100,161,0.006,EOA,"100–1,000",17816434
6–10,86508,3.2099,EOA,"100–1,000",17816434
>100,46,0.0017,EOA,"100–1,000",17816434
1,9077995,84.2697,EOA,1–100,17816434
11–20,9857,0.0915,EOA,1–100,17816434
2,1174271,10.9006,EOA,1–100,17816434
21–50,1679,0.0156,EOA,1–100,17816434
3,291162,2.7028,EOA,1–100,17816434
4,109052,1.0123,EOA,1–100,17816434
5,50686,0.4705,EOA,1–100,17816434
51–100,136,0.0013,EOA,1–100,17816434
6–10,57639,0.5351,EOA,1–100,17816434
>100,74,0.0007,EOA,1–100,17816434
1,62991,60.0727,EOA,">100,000",17816434
11–20,2441,2.3279,EOA,">100,000",17816434
2,18210,17.3663,EOA,">100,000",17816434
21–50,1206,1.1501,EOA,">100,000",17816434
3,7626,7.2727,EOA,">100,000",17816434
4,4463,4.2562,EOA,">100,000",17816434
5,2472,2.3575,EOA,">100,000",17816434
51–100,202,0.1926,EOA,">100,000",17816434
6–10,5063,4.8284,EOA,">100,000",17816434
>100,184,0.1755,EOA,">100,000",17816434
0,11,0.0064,CA,0–1,18037988
1,171196,98.9607,CA,0–1,18037988
11–20,7,0.004,CA,0–1,18037988
2,1658,0.9584,CA,0–1,18037988
21–50,1,0.0006,CA,0–1,18037988
3,54,0.0312,CA,0–1,18037988
4,20,0.0116,CA,0–1,18037988
5,10,0.0058,CA,0–1,18037988
6–10,37,0.0214,CA,0–1,18037988
1,18305,93.3072,CA,"1,000–10,000",18037988
11–20,13,0.0663,CA,"1,000–10,000",18037988
2,955,4.868,CA,"1,000–10,000",18037988
21–50,4,0.0204,CA,"1,000–10,000",18037988
3,166,0.8462,CA,"1,000–10,000",18037988
4,78,0.3976,CA,"1,000–10,000",18037988
5,38,0.1937,CA,"1,000–10,000",18037988
6–10,59,0.3007,CA,"1,000–10,000",18037988
1,3029,73.0408,CA,"10,000–100,000",18037988
11–20,15,0.3617,CA,"10,000–100,000",18037988
2,870,20.979,CA,"10,000–100,000",18037988
21–50,4,0.0965,CA,"10,000–100,000",18037988
3,129,3.1107,CA,"10,000–100,000",18037988
4,33,0.7958,CA,"10,000–100,000",18037988
5,24,0.5787,CA,"10,000–100,000",18037988
6–10,43,1.0369,CA,"10,000–100,000",18037988
1,9586,88.71,CA,"100–1,000",18037988
11–20,7,0.0648,CA,"100–1,000",18037988
2,942,8.7174,CA,"100–1,000",18037988
21–50,1,0.0093,CA,"100–1,000",18037988
3,145,1.3418,CA,"100–1,000",18037988
4,54,0.4997,CA,"100–1,000",18037988
5,25,0.2314,CA,"100–1,000",18037988
6–10,46,0.4257,CA,"100–1,000",18037988
1,42151,96.0991,CA,1–100,18037988
11–20,10,0.0228,CA,1–100,18037988
2,1442,3.2876,CA,1–100,18037988
3,119,0.2713,CA,1–100,18037988
4,48,0.1094,CA,1–100,18037988
5,36,0.0821,CA,1–100,18037988
6–10,56,0.1277,CA,1–100,18037988
1,500,37.2578,CA,">100,000",18037988
11–20,12,0.8942,CA,">100,000",18037988
2,610,45.4545,CA,">100,000",18037988
21–50,7,0.5216,CA,">100,000",18037988
3,138,10.2832,CA,">100,000",18037988
4,42,3.1297,CA,">100,000",18037988
5,17,1.2668,CA,">100,000",18037988
51–100,2,0.149,CA,">100,000",18037988
6–10,14,1.0432,CA,">100,000",18037988
0,41615,0.5838,EOA,0–1,18037988
1,6536301,91.7001,EOA,0–1,18037988
11–20,2187,0.0307,EOA,0–1,18037988
2,407371,5.7152,EOA,0–1,18037988
21–50,413,0.0058,EOA,0–1,18037988
3,86035,1.207,EOA,0–1,18037988
4,29002,0.4069,EOA,0–1,18037988
5,13446,0.1886,EOA,0–1,18037988
51–100,117,0.0016,EOA,0–1,18037988
6–10,11310,0.1587,EOA,0–1,18037988
>100,111,0.0016,EOA,0–1,18037988
1,407887,47.7831,EOA,"1,000–10,000",18037988
11–20,29515,3.4576,EOA,"1,000–10,000",18037988
2,152604,17.8773,EOA,"1,000–10,000",18037988
21–50,7077,0.8291,EOA,"1,000–10,000",18037988
3,85877,10.0603,EOA,"1,000–10,000",18037988
4,54798,6.4195,EOA,"1,000–10,000",18037988
5,37223,4.3606,EOA,"1,000–10,000",18037988
51–100,417,0.0489,EOA,"1,000–10,000",18037988
6–10,78119,9.1515,EOA,"1,000–10,000",18037988
>100,104,0.0122,EOA,"1,000–10,000",18037988
1,128450,50.459,EOA,"10,000–100,000",18037988
11–20,10460,4.109,EOA,"10,000–100,000",18037988
2,44977,17.6683,EOA,"10,000–100,000",18037988
21–50,3925,1.5419,EOA,"10,000–100,000",18037988
3,21897,8.6018,EOA,"10,000–100,000",18037988
4,13674,5.3716,EOA,"10,000–100,000",18037988
5,9243,3.6309,EOA,"10,000–100,000",18037988
51–100,470,0.1846,EOA,"10,000–100,000",18037988
6–10,21332,8.3799,EOA,"10,000–100,000",18037988
>100,135,0.053,EOA,"10,000–100,000",18037988
1,1720158,66.1504,EOA,"100–1,000",18037988
11–20,19973,0.7681,EOA,"100–1,000",18037988
2,419996,16.1514,EOA,"100–1,000",18037988
21–50,3215,0.1236,EOA,"100–1,000",18037988
3,189574,7.2903,EOA,"100–1,000",18037988
4,99631,3.8314,EOA,"100–1,000",18037988
5,57591,2.2147,EOA,"100–1,000",18037988
51–100,173,0.0067,EOA,"100–1,000",18037988
6–10,90009,3.4614,EOA,"100–1,000",18037988
>100,54,0.0021,EOA,"100–1,000",18037988
1,9179283,83.985,EOA,1–100,18037988
11–20,10738,0.0982,EOA,1–100,18037988
2,1202381,11.0011,EOA,1–100,18037988
21–50,1860,0.017,EOA,1–100,18037988
3,303346,2.7754,EOA,1–100,18037988
4,115119,1.0533,EOA,1–100,18037988
5,54129,0.4952,EOA,1–100,18037988
51–100,142,0.0013,EOA,1–100,18037988
6–10,62600,0.5728,EOA,1–100,18037988
>100,71,0.0006,EOA,1–100,18037988
1,61865,61.2385,EOA,">100,000",18037988
11–20,2273,2.25,EOA,">100,000",18037988
2,17024,16.8516,EOA,">100,000",18037988
21–50,1135,1.1235,EOA,">100,000",18037988
3,7215,7.1419,EOA,">100,000",18037988
4,4080,4.0387,EOA,">100,000",18037988
5,2393,2.3688,EOA,">100,000",18037988
51–100,192,0.1901,EOA,">100,000",18037988
6–10,4663,4.6158,EOA,">100,000",18037988
>100,183,0.1811,EOA,">100,000",18037988
0,11,0.0059,CA,0–1,18251965
1,183259,99.007,CA,0–1,18251965
11–20,6,0.0032,CA,0–1,18251965
2,1702,0.9195,CA,0–1,18251965
21–50,1,0.0005,CA,0–1,18251965
3,52,0.0281,CA,0–1,18251965
4,20,0.0108,CA,0–1,18251965
5,10,0.0054,CA,0–1,18251965
6–10,36,0.0194,CA,0–1,18251965
1,19138,93.5158,CA,"1,000–10,000",18251965
11–20,13,0.0635,CA,"1,000–10,000",18251965
2,967,4.7251,CA,"1,000–10,000",18251965
21–50,4,0.0195,CA,"1,000–10,000",18251965
3,169,0.8258,CA,"1,000–10,000",18251965
4,76,0.3714,CA,"1,000–10,000",18251965
5,38,0.1857,CA,"1,000–10,000",18251965
6–10,60,0.2932,CA,"1,000–10,000",18251965
1,3046,72.749,CA,"10,000–100,000",18251965
11–20,15,0.3583,CA,"10,000–100,000",18251965
2,892,21.304,CA,"10,000–100,000",18251965
21–50,4,0.0955,CA,"10,000–100,000",18251965
3,127,3.0332,CA,"10,000–100,000",18251965
4,34,0.812,CA,"10,000–100,000",18251965
5,26,0.621,CA,"10,000–100,000",18251965
6–10,43,1.027,CA,"10,000–100,000",18251965
1,10037,89.1306,CA,"100–1,000",18251965
11–20,8,0.071,CA,"100–1,000",18251965
2,943,8.374,CA,"100–1,000",18251965
21–50,1,0.0089,CA,"100–1,000",18251965
3,145,1.2876,CA,"100–1,000",18251965
4,55,0.4884,CA,"100–1,000",18251965
5,26,0.2309,CA,"100–1,000",18251965
6–10,46,0.4085,CA,"100–1,000",18251965
1,45369,96.3126,CA,1–100,18251965
11–20,10,0.0212,CA,1–100,18251965
2,1465,3.11,CA,1–100,18251965
3,123,0.2611,CA,1–100,18251965
4,49,0.104,CA,1–100,18251965
5,35,0.0743,CA,1–100,18251965
6–10,55,0.1168,CA,1–100,18251965
1,482,36.2406,CA,">100,000",18251965
11–20,12,0.9023,CA,">100,000",18251965
2,610,45.8647,CA,">100,000",18251965
21–50,7,0.5263,CA,">100,000",18251965
3,142,10.6767,CA,">100,000",18251965
4,43,3.2331,CA,">100,000",18251965
5,17,1.2782,CA,">100,000",18251965
51–100,2,0.1504,CA,">100,000",18251965
6–10,15,1.1278,CA,">100,000",18251965
0,41611,0.5904,EOA,0–1,18251965
1,6445474,91.4592,EOA,0–1,18251965
11–20,2211,0.0314,EOA,0–1,18251965
2,413999,5.8745,EOA,0–1,18251965
21–50,434,0.0062,EOA,0–1,18251965
3,87968,1.2482,EOA,0–1,18251965
4,29900,0.4243,EOA,0–1,18251965
5,13805,0.1959,EOA,0–1,18251965
51–100,114,0.0016,EOA,0–1,18251965
6–10,11749,0.1667,EOA,0–1,18251965
>100,112,0.0016,EOA,0–1,18251965
1,411313,47.6123,EOA,"1,000–10,000",18251965
11–20,29864,3.457,EOA,"1,000–10,000",18251965
2,154812,17.9205,EOA,"1,000–10,000",18251965
21–50,7091,0.8208,EOA,"1,000–10,000",18251965
3,87258,10.1007,EOA,"1,000–10,000",18251965
4,55595,6.4355,EOA,"1,000–10,000",18251965
5,37849,4.3813,EOA,"1,000–10,000",18251965
51–100,411,0.0476,EOA,"1,000–10,000",18251965
6–10,79581,9.212,EOA,"1,000–10,000",18251965
>100,106,0.0123,EOA,"1,000–10,000",18251965
1,129537,50.2457,EOA,"10,000–100,000",18251965
11–20,10854,4.2101,EOA,"10,000–100,000",18251965
2,45110,17.4976,EOA,"10,000–100,000",18251965
21–50,4037,1.5659,EOA,"10,000–100,000",18251965
3,22363,8.6743,EOA,"10,000–100,000",18251965
4,14004,5.432,EOA,"10,000–100,000",18251965
5,9389,3.6419,EOA,"10,000–100,000",18251965
51–100,467,0.1811,EOA,"10,000–100,000",18251965
6–10,21902,8.4955,EOA,"10,000–100,000",18251965
>100,144,0.0559,EOA,"10,000–100,000",18251965
1,1772339,66.8919,EOA,"100–1,000",18251965
11–20,20020,0.7556,EOA,"100–1,000",18251965
2,419032,15.8152,EOA,"100–1,000",18251965
21–50,3282,0.1239,EOA,"100–1,000",18251965
3,188659,7.1204,EOA,"100–1,000",18251965
4,99278,3.747,EOA,"100–1,000",18251965
5,57290,2.1622,EOA,"100–1,000",18251965
51–100,178,0.0067,EOA,"100–1,000",18251965
6–10,89418,3.3748,EOA,"100–1,000",18251965
>100,62,0.0023,EOA,"100–1,000",18251965
1,9327966,84.0943,EOA,1–100,18251965
11–20,11159,0.1006,EOA,1–100,18251965
2,1210122,10.9096,EOA,1–100,18251965
21–50,1957,0.0176,EOA,1–100,18251965
3,305929,2.758,EOA,1–100,18251965
4,116577,1.051,EOA,1–100,18251965
5,54618,0.4924,EOA,1–100,18251965
51–100,156,0.0014,EOA,1–100,18251965
6–10,63703,0.5743,EOA,1–100,18251965
>100,80,0.0007,EOA,1–100,18251965
1,63811,62.3995,EOA,">100,000",18251965
11–20,2234,2.1846,EOA,">100,000",18251965
2,16543,16.1771,EOA,">100,000",18251965
21–50,1145,1.1197,EOA,">100,000",18251965
3,7099,6.942,EOA,">100,000",18251965
4,4062,3.9721,EOA,">100,000",18251965
5,2374,2.3215,EOA,">100,000",18251965
51–100,198,0.1936,EOA,">100,000",18251965
6–10,4614,4.5119,EOA,">100,000",18251965
>100,182,0.178,EOA,">100,000",18251965
0,11,0.0056,CA,0–1,18473543
1,194094,99.0538,CA,0–1,18473543
11–20,5,0.0026,CA,0–1,18473543
2,1723,0.8793,CA,0–1,18473543
21–50,1,0.0005,CA,0–1,18473543
3,49,0.025,CA,0–1,18473543
4,19,0.0097,CA,0–1,18473543
5,10,0.0051,CA,0–1,18473543
6–10,36,0.0184,CA,0–1,18473543
1,19567,93.5593,CA,"1,000–10,000",18473543
11–20,12,0.0574,CA,"1,000–10,000",18473543
2,990,4.7337,CA,"1,000–10,000",18473543
21–50,4,0.0191,CA,"1,000–10,000",18473543
3,171,0.8176,CA,"1,000–10,000",18473543
4,76,0.3634,CA,"1,000–10,000",18473543
5,36,0.1721,CA,"1,000–10,000",18473543
6–10,58,0.2773,CA,"1,000–10,000",18473543
1,3253,73.5307,CA,"10,000–100,000",18473543
11–20,17,0.3843,CA,"10,000–100,000",18473543
2,910,20.5696,CA,"10,000–100,000",18473543
21–50,4,0.0904,CA,"10,000–100,000",18473543
3,129,2.9159,CA,"10,000–100,000",18473543
4,36,0.8137,CA,"10,000–100,000",18473543
5,28,0.6329,CA,"10,000–100,000",18473543
6–10,47,1.0624,CA,"10,000–100,000",18473543
1,10394,89.4261,CA,"100–1,000",18473543
11–20,8,0.0688,CA,"100–1,000",18473543
2,943,8.1132,CA,"100–1,000",18473543
21–50,1,0.0086,CA,"100–1,000",18473543
3,146,1.2561,CA,"100–1,000",18473543
4,57,0.4904,CA,"100–1,000",18473543
5,26,0.2237,CA,"100–1,000",18473543
6–10,48,0.413,CA,"100–1,000",18473543
1,47860,96.5075,CA,1–100,18473543
11–20,10,0.0202,CA,1–100,18473543
2,1459,2.942,CA,1–100,18473543
3,126,0.2541,CA,1–100,18473543
4,49,0.0988,CA,1–100,18473543
5,35,0.0706,CA,1–100,18473543
6–10,53,0.1069,CA,1–100,18473543
1,526,37.4644,CA,">100,000",18473543
11–20,12,0.8547,CA,">100,000",18473543
2,640,45.584,CA,">100,000",18473543
21–50,7,0.4986,CA,">100,000",18473543
3,140,9.9715,CA,">100,000",18473543
4,45,3.2051,CA,">100,000",18473543
5,17,1.2108,CA,">100,000",18473543
51–100,2,0.1425,CA,">100,000",18473543
6–10,15,1.0684,CA,">100,000",18473543
0,41624,0.5838,EOA,0–1,18473543
1,6527220,91.5427,EOA,0–1,18473543
11–20,2244,0.0315,EOA,0–1,18473543
